SEC_TERM,COURSE_SECTIONS_ID,SEC_STATUS,SEC_COMMENTS,SEC_PRINTED_COMMENTS,Start Date,Start Month,Start Day,Start Year,SEC_START_DATE,End Date,End Month,End Day,End Year,SEC_END_DATE,SEC_SUBJECT,SEC_COURSE_NO,SEC_NO,SEC_SHORT_TITLE,SEC_MIN_CRED,Military Start,CSM_START_TIME,Military End,CSM_END_TIME,CSM_MONDAY,CSM_TUESDAY,CSM_WEDNESDAY,CSM_THURSDAY,CSM_FRIDAY,CSM_SATURDAY,CSM_SUNDAY,CSM_BLDG,CSM_ROOM,CSM_INSTR_METHOD,SEC_FACULTY_INFO,STUDENTS_AND_RESERVED_SEATS,SEC_CAPACITY,SEC_SCHED_CAPACITY,WAITLIST,XL_CAPACITY,XL_WAITLIST_MAX,CHARGE_AMT_1,CHARGE_AMT_2,CHARGE_AMT_3,AR_CODE_2,AR_CODE_3,sect_AW,sect_FAR,sect_HIS,sect_LIT,sect_CEA,sect_CL,sect_CD,sect_ER,sect_PHL,sect_THE,sect_FYC,sect_GD,sect_ILC,sect_IW,sect_ND,sect_NS,sect_OC,sect_PR,sect_QA,sect_SL,sect_SS,sect_WI,sect_PS,PREREQ,SEC_FACULTY_CONSENT_FLAG,SEC_PETITION_REQD_FLAG,SEC_HIDE_IN_CATALOG,CSM_START_DATE,CSM_END_DATE,NEEDS_BUILD,SEC_OVERRIDE_CRS_REQS_FLAG,SEC_OVR_PREREG_START_DATE,SEC_OVR_ADD_START_DATE,SEC_OVR_DROP_GR_REQD_DATE,SEC_OVR_DROP_END_DATE,SEC_ACAD_LEVEL,SEC_NO_WEEKS,SEC_XLIST,SEC_GRADE_SCHEME,SEC_CRED_TYPE,SEC_REG_RETAKE_POLICY,SEC_BILLING_CRED,SEC_BILLING_METHOD,SEC_BILLING_PERIOD_TYPE,SEC_MIN_ENROLL,SEC_ONLY_PASS_NOPASS_FLAG,SEC_ALLOW_PASS_NOPASS_FLAG,SEC_ALLOW_AUDIT_FLAG,SEC_ALLOW_WAITLIST_FLAG,SEC_WAITLIST_MAX,SEC_WAITLIST_NO_DAYS,SEC_CLOSE_WAITLIST_FLAG,CSM_ROOM_SCHED_TERM,SEC_SYNONYM,SEC_COURSE,SEC_NAME,,,SEC_MEETING_INFO,,SEC_FIRST_MEETING_DATE,SEC_LAST_MEETING_DATE,Name
2024SP,20598,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CATH,COCURR,A,Co-Curricular Activities,0.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,LEC,W. Smillie,2,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,,,+,INST,R2,0.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19761,2448,CATH-COCURR-A,,,"01/17/2024-05/09/2024 Lecture Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20904,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CH,405,A,Advanced Inorganic Chemistry,2.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,INDP,R. Coates,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,2.00000,T,T,4,N,Y,Y,Y,,3,Y,,20032,177,CH-405-A,,,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20874,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CH,425,A,Internship,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,INTR,K. Strode,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,,,+,INST,UL,,T,T,4,N,N,Y,N,,,Y,,20009,921,CH-425-A,,,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20876,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CH,425,B,Internship,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,INTR,R. Coates,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,,,+,INST,UL,,T,T,4,N,N,Y,N,,,Y,,20011,921,CH-425-B,,,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20455,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CH,485,A,Independent Study,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,INDP,To be Announced,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,N,N,,,Y,2024SP,19621,922,CH-485-A,,,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20456,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CH,499,A,Senior Thesis,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,HON,D. Hitt,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,N,N,,,Y,2024SP,19622,787,CH-499-A,,,"01/17/2024-05/09/2024 Honors Thesis Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20872,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CO,165,A,Writing for Digital Media,3.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,INDP,D. Kutufam,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,Y,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,13,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,,3,Y,,20007,387,CO-165-A,,,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20512,A,"Variable credit course. Choose your number of credits (1, 2 or 3)ýat your time of registration.  If not choosen at the time ofýregistrtion, you will then need to make credit changes in theýRegistrar's Office by the end of add/drop week.",,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CO,237,A,Prospector Student Newspaper 2,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,INTR,B. Northup,3,50,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,N,,,Y,2024SP,19678,1637,CO-237-A,,,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20519,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CO,417,A,Methods of Teaching Speech Com,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,LEC,B. Northup,1,50,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19685,465,CO-417-A,,,"01/17/2024-05/09/2024 Lecture Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20520,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CO,425,A,Internship,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,INTR,B. Northup,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,N,N,,,Y,2024SP,19686,467,CO-425-A,,,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20881,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CO,425,B,Internship,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,INTR,A. Hansen,3,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,,,+,INST,UL,,T,T,4,N,Y,N,N,,,Y,,20016,467,CO-425-B,,,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20530,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CO,485,A,Independent Study,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,INDP,C. Jones,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,N,Y,N,,,Y,,19693,947,CO-485-A,,,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20521,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CO,499,A,Senior Thesis,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,HON,B. Northup,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,N,N,,,Y,2024SP,19687,790,CO-499-A,,,"01/17/2024-05/09/2024 Honors Thesis Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20282,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,ABROAD,A,CORE-ABROAD,0.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,SA,"S. Ackeret, D. Cash",3,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,N,,,Y,2024SP,19448,2459,CORE-ABROAD-A,,,"01/17/2024-05/09/2024 Study Abroad Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20283,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,INTERN,A,CORE-INTERN,0.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,INTR,"L. Rodriguez, D. Cash",34,25,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,N,,,Y,2024SP,19449,2460,CORE-INTERN-A,,,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20238,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,PRAC,A,CORE-PRACTICUM,0.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,PRAC,D. Cash,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,N,,,Y,,19404,2461,CORE-PRAC-A,,,"01/17/2024-05/09/2024 Practicum Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20189,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,PRAC,ACNU,CORE-PRACTICUM,0.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,PRAC,"D. Cash, A. Boitano",12,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,N,,,Y,2024SP,19355,2461,CORE-PRAC-ACNU,,,"01/17/2024-05/09/2024 Practicum Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20237,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,PRAC,ANZ,CORE-PRACTICUM,0.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,PRAC,"D. Cash, H. Suthers",2,10,10,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,N,,,Y,,19403,2461,CORE-PRAC-ANZ,,,"01/17/2024-05/09/2024 Practicum Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20284,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,PRAC,BA378,CORE-PRACTICUM,0.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,PRAC,"A. Ryerson, D. Cash",2,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,N,,,Y,2024SP,19450,2461,CORE-PRAC-BA378,,,"01/17/2024-05/09/2024 Practicum Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20285,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,PRAC,BA402,CORE-PRACTICUM,0.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,PRAC,"A. Dimian, D. Cash",20,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,N,,,Y,2024SP,19451,2461,CORE-PRAC-BA402,,,"01/17/2024-05/09/2024 Practicum Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20236,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,PRAC,ED,CORE-PRACTICUM,0.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,PRAC,"J. Helbling, D. Cash",8,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,N,,,Y,,19402,2461,CORE-PRAC-ED,,,"01/17/2024-05/09/2024 Practicum Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20286,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,PRAC,ENGR,CORE-PRACTICUM,0.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,PRAC,"M. Keeffe, D. Cash",7,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,N,,,Y,2024SP,19452,2461,CORE-PRAC-ENGR,,,"01/17/2024-05/09/2024 Practicum Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20190,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,PRAC,NU,CORE-PRACTICUM,0.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,PRAC,"D. Cash, M. Lewis",33,48,48,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,N,,,Y,2024SP,19356,2461,CORE-PRAC-NU,,,"01/17/2024-05/09/2024 Practicum Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20287,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,PROJ,A,Core Capstone Project,0.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,SEM,D. Cash,137,200,200,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,N,,,Y,2024SP,19453,2657,CORE-PROJ-A,,,"01/17/2024-05/09/2024 Seminar Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20288,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,RSRCH,A,CORE-RSRCH,0.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,RSRCH,D. Cash,5,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,N,,,Y,,19454,2462,CORE-RSRCH-A,,,"01/17/2024-05/09/2024 Research Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20350,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CS,425,A,Internship,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,INTR,S. Scott,3,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,N,,,Y,2024SP,19516,739,CS-425-A,,,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20868,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CS,485,A,Independent Study,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,INDP,N. Williams,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,N,N,,,Y,,20003,971,CS-485-A,,,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20352,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CS,499,A,Senior Thesis,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,HON,T. Wendt,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,N,N,,,Y,2024SP,19518,791,CS-499-A,,,"01/17/2024-05/09/2024 Honors Thesis Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20890,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,DS,425,A,Internship,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,INTR,S. Scott,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,,,+,INST,R2,,T,T,4,N,Y,Y,N,,,Y,,20022,2745,DS-425-A,,,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20353,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,DS,430,A,Senior Project,3.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,LEC,"K. Cline, J. Fasteen, T. Wendt",1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19519,2375,DS-430-A,,,"01/17/2024-05/09/2024 Lecture Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20354,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,DS,499,A,Senior Thesis,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,HON,To be Announced,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,N,N,,,Y,2024SP,19520,2469,DS-499-A,,,"01/17/2024-05/09/2024 Honors Thesis Days to be Announced, Times to be Announced, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20122,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ED,245,A,Diversity Field Experience,1.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OFCP,OFFCMPS,FIELD,"J. Alberts, K. Dummer",10,100,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Y,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,1.00000,T,T,4,N,Y,Y,N,,,Y,2024SP,19288,57,ED-245-A,,,"01/17/2024-05/09/2024 Field Experience Days to be Announced, Times to be AnnouncedOff-Campus, Room OFFCMPS",,Jan 17 2024,May  9 2024,OFCP OFFCMPS
2024SP,20126,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ED,404,A,Internship,5.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OFCP,OFFCMPS,INTR,To be Announced,0,100,,,,,125.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,5.00000,T,T,4,N,Y,Y,N,,,Y,2024SP,19292,125,ED-404-A,,,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be AnnouncedOff-Campus, Room OFFCMPS",,Jan 17 2024,May  9 2024,OFCP OFFCMPS
2024SP,20128,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ED,408,A,Student Teaching- Minor Only,5.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OFCP,OFFCMPS,STCH,"J. Helbling, K. Dummer",0,100,,,,,85.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,Y,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,5.00000,T,T,4,N,Y,Y,N,,,Y,2024SP,19294,126,ED-408-A,,,"01/17/2024-05/09/2024 Student Teaching Days to be Announced, Times to be AnnouncedOff-Campus, Room OFFCMPS",,Jan 17 2024,May  9 2024,OFCP OFFCMPS
2024SP,20129,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ED,410,A,Student Teaching-Major Only,12.00000,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OFCP,OFFCMPS,STCH,"J. Helbling, K. Dummer",9,100,,,,,250.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,Y,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,12.00000,T,T,4,N,Y,Y,N,,,Y,2024SP,19295,127,ED-410-A,,,"01/17/2024-05/09/2024 Student Teaching Days to be Announced, Times to be AnnouncedOff-Campus, Room OFFCMPS",,Jan 17 2024,May  9 2024,OFCP OFFCMPS
